Breach_ID,Breach_Start_Date,Breach_End_Date,Year,Attack_Type,Attack_Vector,Vulnerability,Detection_Method,System_Affected,Breach_Severity,How_Resolved,Origin_Country,Target_Country,Target_Sector,Data_Compromised,Notes,Breach_Duration_Days
B7BA3A20,2016-04-10,2016-04-12,2016,Zero-Day Exploit,Web Exploit,Privilege Escalation Bug,Firewall Logs,Database,Medium,Backups Restored,Brazil,Nigeria,Banking,Emails,Automated synthetic breach entry for research dataset.,2
F6C9FC4A,2020-03-12,2020-03-16,2020,Zero-Day Exploit,Malicious Link,SQL Injection Flaw,SIEM Alerts,IoT Devices,Medium,System Isolation,Pakistan,Brazil,Government,Internal Documents,Automated synthetic breach entry for research dataset.,4
C020320D,2015-08-09,2015-08-10,2015,Ransomware,Web Exploit,Unpatched VPN,Firewall Logs,Internal Network,High,Traffic Filtering,Russia,Japan,Education,Credentials,Automated synthetic breach entry for research dataset.,1
51F09151,2018-05-09,2018-05-17,2018,Ransomware,Remote Desktop (RDP),CVE-2021-44228 (Log4j),Firewall Logs,Cloud Storage,High,Patch Applied,Pakistan,Pakistan,Government,User Tokens,Automated synthetic breach entry for research dataset.,8
23F309F8,2019-07-20,2019-07-26,2019,Zero-Day Exploit,USB Infection,Weak Password Policy,Firewall Logs,Web Server,High,Backups Restored,Nigeria,Italy,Telecom,Credentials,Automated synthetic breach entry for research dataset.,6
1C6AC748,2018-06-26,2018-07-03,2018,Insider Threat,Compromised Vendor,Unpatched VPN,Firewall Logs,Email System,Critical,Malware Removal,Russia,UK,Manufacturing,Financial Records,Automated synthetic breach entry for research dataset.,7
53FA7CAD,2023-08-17,2023-08-28,2023,Ransomware,Compromised Vendor,SQL Injection Flaw,AI-Based Monitoring,Database,High,Traffic Filtering,USA,Nigeria,Retail,User Tokens,Automated synthetic breach entry for research dataset.,11
6544B38F,2022-05-28,2022-06-09,2022,Ransomware,Compromised Vendor,Privilege Escalation Bug,SIEM Alerts,Database,High,Patch Applied,Pakistan,China,Telecom,User Tokens,Automated synthetic breach entry for research dataset.,12
31F57DD5,2016-05-23,2016-05-25,2016,Ransomware,Email Phishing,Privilege Escalation Bug,Firewall Logs,IoT Devices,High,MFA Implemented,UK,Germany,Finance,Transaction Logs,Automated synthetic breach entry for research dataset.,2
6555B18C,2015-02-28,2015-03-06,2015,Phishing,Web Exploit,Misconfigured S3 Bucket,Manual Review,Internal Network,Medium,Patch Applied,Italy,UK,Healthcare,Internal Documents,Automated synthetic breach entry for research dataset.,6
C73539A2,2021-08-14,2021-08-25,2021,Zero-Day Exploit,Malicious Link,Privilege Escalation Bug,SIEM Alerts,Cloud Storage,High,Employee Terminated,Netherlands,Germany,Finance,Transaction Logs,Automated synthetic breach entry for research dataset.,11
11C29D64,2025-08-29,2025-09-17,2025,Zero-Day Exploit,Remote Desktop (RDP),Outdated Firewall,AI-Based Monitoring,Internal Network,High,Malware Removal,Canada,France,Finance,Transaction Logs,Automated synthetic breach entry for research dataset.,19
C6C076EF,2022-05-16,2022-05-22,2022,Ransomware,Web Exploit,Zero-Day Vulnerability,SIEM Alerts,Internal Network,Critical,MFA Implemented,UK,South Korea,Healthcare,Full Database Dump,Automated synthetic breach entry for research dataset.,6
74312FDA,2024-05-05,2024-05-25,2024,Phishing,Compromised Vendor,Unsecured API,AI-Based Monitoring,Endpoint Devices,Medium,Backups Restored,India,Germany,Banking,Emails,Automated synthetic breach entry for research dataset.,20
F73DCA9A,2021-02-02,2021-02-12,2021,Ransomware,Malicious Link,Weak Password Policy,Unusual Activity Detection,Endpoint Devices,High,Backups Restored,Russia,UK,Retail,Transaction Logs,Automated synthetic breach entry for research dataset.,10
55FAF538,2023-07-09,2023-07-14,2023,Ransomware,USB Infection,Privilege Escalation Bug,Threat Intelligence Feed,IoT Devices,High,Malware Removal,Australia,China,Telecom,Credentials,Automated synthetic breach entry for research dataset.,5
A8CB269F,2019-06-16,2019-06-19,2019,Phishing,Remote Desktop (RDP),SQL Injection Flaw,Firewall Logs,Cloud Storage,Medium,Patch Applied,Brazil,Australia,Manufacturing,Emails,Automated synthetic breach entry for research dataset.,3
202EF3EF,2024-07-21,2024-08-07,2024,Zero-Day Exploit,USB Infection,Unsecured API,AI-Based Monitoring,Payment Server,Medium,Employee Terminated,UAE,UK,Tech,Internal Documents,Automated synthetic breach entry for research dataset.,17
0D432120,2016-09-20,2016-09-23,2016,Phishing,USB Infection,Unsecured API,Firewall Logs,Email System,Low,Firewall Updated,USA,Spain,Banking,Minimal Logs,Automated synthetic breach entry for research dataset.,3
CD4F464A,2017-03-27,2017-03-29,2017,Insider Threat,Malicious Link,Unpatched VPN,Firewall Logs,Cloud Storage,Critical,Patch Applied,Japan,Germany,Education,Sensitive PII,Automated synthetic breach entry for research dataset.,2
CD6B0E10,2021-11-27,2021-12-04,2021,Phishing,Web Exploit,CVE-2021-44228 (Log4j),SIEM Alerts,IoT Devices,Medium,Employee Terminated,Australia,China,Transportation,Internal Documents,Automated synthetic breach entry for research dataset.,7
8B332442,2022-08-01,2022-08-08,2022,Cloud Misconfiguration,USB Infection,Unpatched VPN,Firewall Logs,Endpoint Devices,High,Backups Restored,Australia,South Korea,Banking,Transaction Logs,Automated synthetic breach entry for research dataset.,7
0458451E,2024-09-09,2024-09-20,2024,Ransomware,Web Exploit,Unsecured API,SIEM Alerts,Endpoint Devices,Critical,Zero-Day Patch,Iran,Germany,Government,Financial Records,Automated synthetic breach entry for research dataset.,11
E514B0FE,2015-09-30,2015-10-02,2015,Zero-Day Exploit,Social Engineering,Privilege Escalation Bug,Firewall Logs,Email System,High,Key Rotation,Italy,Japan,Energy,Transaction Logs,Automated synthetic breach entry for research dataset.,2
12273759,2015-01-01,2015-01-04,2015,Zero-Day Exploit,Drive-by Download,Unsecured API,Firewall Logs,Cloud Storage,High,Traffic Filtering,India,Nigeria,Healthcare,User Tokens,Automated synthetic breach entry for research dataset.,3
DE584C07,2015-09-03,2015-09-10,2015,Zero-Day Exploit,USB Infection,Unsecured API,Firewall Logs,Payment Server,High,Zero-Day Patch,Pakistan,Iran,Healthcare,Credentials,Automated synthetic breach entry for research dataset.,7
F737697B,2022-02-13,2022-02-21,2022,Insider Threat,Remote Desktop (RDP),Unsecured API,Unusual Activity Detection,Email System,Critical,Firewall Updated,Brazil,Italy,Telecom,Financial Records,Automated synthetic breach entry for research dataset.,8
A7C709C5,2016-05-18,2016-05-24,2016,Ransomware,Social Engineering,Outdated Firewall,Firewall Logs,Payment Server,High,Traffic Filtering,Australia,Canada,Telecom,User Tokens,Automated synthetic breach entry for research dataset.,6
94BA7BAB,2025-03-19,2025-03-28,2025,Zero-Day Exploit,Malicious Link,Misconfigured S3 Bucket,Threat Intelligence Feed,Internal Network,High,Firewall Updated,USA,USA,Retail,User Tokens,Automated synthetic breach entry for research dataset.,9
9679C531,2022-07-22,2022-07-28,2022,Zero-Day Exploit,USB Infection,Zero-Day Vulnerability,Firewall Logs,Endpoint Devices,High,Employee Terminated,Pakistan,Netherlands,Education,User Tokens,Automated synthetic breach entry for research dataset.,6
0564CBDB,2023-05-30,2023-06-11,2023,Zero-Day Exploit,Social Engineering,Outdated Firewall,AI-Based Monitoring,Web Server,High,Malware Removal,Netherlands,Netherlands,Finance,Transaction Logs,Automated synthetic breach entry for research dataset.,12
46ECEC55,2023-04-24,2023-05-07,2023,Cloud Misconfiguration,Email Phishing,Weak Password Policy,Threat Intelligence Feed,Database,Medium,Traffic Filtering,Japan,South Korea,Education,Internal Documents,Automated synthetic breach entry for research dataset.,13
A8E866F3,2023-09-14,2023-09-19,2023,Cloud Misconfiguration,Cloud Misconfiguration,Zero-Day Vulnerability,Threat Intelligence Feed,Database,Medium,Employee Terminated,France,Nigeria,Government,Emails,Automated synthetic breach entry for research dataset.,5
62933868,2023-07-10,2023-07-15,2023,Ransomware,Email Phishing,Weak Password Policy,AI-Based Monitoring,Endpoint Devices,Critical,MFA Implemented,UAE,Spain,Healthcare,Financial Records,Automated synthetic breach entry for research dataset.,5
5F03596B,2019-01-04,2019-01-06,2019,Zero-Day Exploit,Remote Desktop (RDP),SQL Injection Flaw,Manual Review,Cloud Storage,High,Firewall Updated,Russia,Netherlands,Retail,User Tokens,Automated synthetic breach entry for research dataset.,2
13309F63,2016-09-19,2016-09-27,2016,Insider Threat,Web Exploit,Zero-Day Vulnerability,Firewall Logs,Database,High,MFA Implemented,UAE,China,Education,User Tokens,Automated synthetic breach entry for research dataset.,8
BCC87CF0,2018-03-24,2018-03-29,2018,Zero-Day Exploit,USB Infection,Weak Password Policy,Firewall Logs,IoT Devices,High,Malware Removal,UK,Spain,Manufacturing,Credentials,Automated synthetic breach entry for research dataset.,5
F02F8F16,2025-08-23,2025-09-09,2025,Zero-Day Exploit,Web Exploit,SQL Injection Flaw,AI-Based Monitoring,Internal Network,High,MFA Implemented,Australia,UK,Retail,User Tokens,Automated synthetic breach entry for research dataset.,17
25F43696,2020-10-14,2020-10-20,2020,Cloud Misconfiguration,Malicious Link,Privilege Escalation Bug,SIEM Alerts,Cloud Storage,High,System Isolation,India,UAE,Finance,User Tokens,Automated synthetic breach entry for research dataset.,6
CD83E0C8,2016-01-28,2016-02-02,2016,Insider Threat,Drive-by Download,Unpatched VPN,Firewall Logs,Database,Critical,MFA Implemented,Pakistan,UK,Transportation,Sensitive PII,Automated synthetic breach entry for research dataset.,5
5F54BFE6,2016-06-15,2016-06-20,2016,Zero-Day Exploit,Web Exploit,Zero-Day Vulnerability,Firewall Logs,Payment Server,Medium,Malware Removal,Japan,Italy,Finance,Internal Documents,Automated synthetic breach entry for research dataset.,5
6FB0C7AE,2016-09-11,2016-09-15,2016,Web Exploit,Compromised Vendor,Weak Password Policy,Manual Review,Web Server,Low,Firewall Updated,Netherlands,UK,Finance,Minimal Logs,Automated synthetic breach entry for research dataset.,4
EED5E60C,2016-09-20,2016-09-25,2016,Ransomware,Drive-by Download,Misconfigured S3 Bucket,Firewall Logs,IoT Devices,Critical,MFA Implemented,USA,UK,Healthcare,Financial Records,Automated synthetic breach entry for research dataset.,5
01D46D04,2020-09-16,2020-09-23,2020,Phishing,Malicious Link,Privilege Escalation Bug,Unusual Activity Detection,Endpoint Devices,Medium,Backups Restored,Spain,France,Retail,Internal Documents,Automated synthetic breach entry for research dataset.,7
718F6B6A,2021-01-10,2021-01-14,2021,Ransomware,Social Engineering,Unpatched VPN,Unusual Activity Detection,Database,High,Firewall Updated,Japan,China,Energy,Credentials,Automated synthetic breach entry for research dataset.,4
B54E0720,2022-11-20,2022-11-26,2022,Zero-Day Exploit,USB Infection,Zero-Day Vulnerability,Unusual Activity Detection,IoT Devices,Medium,Firewall Updated,China,France,Government,Emails,Automated synthetic breach entry for research dataset.,6
10E1AC6D,2023-10-24,2023-11-06,2023,Cloud Misconfiguration,USB Infection,Misconfigured S3 Bucket,AI-Based Monitoring,Database,Medium,Malware Removal,China,Canada,Government,Emails,Automated synthetic breach entry for research dataset.,13
118B3040,2022-02-05,2022-02-16,2022,Zero-Day Exploit,Compromised Vendor,SQL Injection Flaw,Unusual Activity Detection,Email System,Medium,Patch Applied,Italy,Netherlands,Education,Emails,Automated synthetic breach entry for research dataset.,11
2749E54D,2019-09-28,2019-10-01,2019,Phishing,USB Infection,Unsecured API,Firewall Logs,Web Server,Medium,Traffic Filtering,Brazil,Spain,Energy,Internal Documents,Automated synthetic breach entry for research dataset.,3
4EC14F24,2017-05-11,2017-05-14,2017,Phishing,Remote Desktop (RDP),Privilege Escalation Bug,Manual Review,Database,Low,System Isolation,China,South Korea,Manufacturing,Basic Metadata,Automated synthetic breach entry for research dataset.,3
F3A8C01D,2020-07-13,2020-07-21,2020,Phishing,Email Phishing,Weak Password Policy,Unusual Activity Detection,Cloud Storage,Low,Patch Applied,Nigeria,UK,Government,Basic Metadata,Automated synthetic breach entry for research dataset.,8
0377A47D,2024-07-28,2024-08-17,2024,Cloud Misconfiguration,Drive-by Download,Zero-Day Vulnerability,AI-Based Monitoring,IoT Devices,High,Backups Restored,Japan,Netherlands,Telecom,Credentials,Automated synthetic breach entry for research dataset.,20
B4CE6AEF,2018-03-11,2018-03-13,2018,Cloud Misconfiguration,USB Infection,SQL Injection Flaw,Manual Review,Email System,High,Key Rotation,Iran,Pakistan,Energy,Transaction Logs,Automated synthetic breach entry for research dataset.,2
743D0FF7,2024-11-16,2024-11-28,2024,Ransomware,Compromised Vendor,Outdated Firewall,AI-Based Monitoring,Web Server,Critical,Employee Terminated,USA,Canada,Manufacturing,Sensitive PII,Automated synthetic breach entry for research dataset.,12
E690DACD,2017-08-23,2017-08-29,2017,Phishing,Cloud Misconfiguration,Zero-Day Vulnerability,Firewall Logs,Internal Network,Low,Key Rotation,France,Nigeria,Telecom,Basic Metadata,Automated synthetic breach entry for research dataset.,6
C5568639,2023-11-18,2023-11-24,2023,Phishing,USB Infection,Unpatched VPN,Threat Intelligence Feed,Cloud Storage,Medium,Malware Removal,South Korea,UK,Banking,Internal Documents,Automated synthetic breach entry for research dataset.,6
48FD5AD6,2021-07-13,2021-07-25,2021,Cloud Misconfiguration,Remote Desktop (RDP),Misconfigured S3 Bucket,SIEM Alerts,Cloud Storage,Medium,MFA Implemented,Japan,Pakistan,Transportation,Emails,Automated synthetic breach entry for research dataset.,12
EDA76FCF,2023-04-29,2023-05-17,2023,Cloud Misconfiguration,Drive-by Download,Zero-Day Vulnerability,AI-Based Monitoring,Payment Server,Medium,System Isolation,Canada,UK,Retail,Emails,Automated synthetic breach entry for research dataset.,18
8B78BE6B,2021-08-26,2021-08-31,2021,Zero-Day Exploit,Social Engineering,Outdated Firewall,Firewall Logs,Endpoint Devices,High,Malware Removal,Canada,Canada,Telecom,Transaction Logs,Automated synthetic breach entry for research dataset.,5
996DAB49,2019-10-04,2019-10-08,2019,Zero-Day Exploit,Email Phishing,SQL Injection Flaw,Firewall Logs,Payment Server,High,Key Rotation,Netherlands,USA,Retail,Transaction Logs,Automated synthetic breach entry for research dataset.,4
3606F941,2022-08-02,2022-08-09,2022,Web Exploit,Email Phishing,Weak Password Policy,Unusual Activity Detection,Email System,Low,Malware Removal,Canada,China,Tech,Basic Metadata,Automated synthetic breach entry for research dataset.,7
FE03EED9,2021-12-08,2021-12-11,2021,Ransomware,Email Phishing,CVE-2021-44228 (Log4j),Unusual Activity Detection,IoT Devices,Critical,System Isolation,Iran,Spain,Retail,Full Database Dump,Automated synthetic breach entry for research dataset.,3
EE2AC07B,2023-07-30,2023-08-07,2023,Cloud Misconfiguration,USB Infection,Outdated Firewall,SIEM Alerts,IoT Devices,Medium,Employee Terminated,Nigeria,South Korea,Healthcare,Internal Documents,Automated synthetic breach entry for research dataset.,8
21DEBAAB,2025-10-29,2025-11-05,2025,Zero-Day Exploit,Drive-by Download,Misconfigured S3 Bucket,AI-Based Monitoring,IoT Devices,High,Zero-Day Patch,Netherlands,Italy,Energy,User Tokens,Automated synthetic breach entry for research dataset.,7
12B7C5E8,2020-04-17,2020-04-21,2020,Phishing,Cloud Misconfiguration,Unsecured API,SIEM Alerts,Cloud Storage,Low,Malware Removal,Netherlands,UK,Government,Basic Metadata,Automated synthetic breach entry for research dataset.,4
F9AB6214,2022-12-25,2023-01-06,2022,Zero-Day Exploit,Cloud Misconfiguration,CVE-2021-44228 (Log4j),Firewall Logs,Payment Server,High,Zero-Day Patch,Germany,Nigeria,Energy,Transaction Logs,Automated synthetic breach entry for research dataset.,12
D58D3050,2018-02-16,2018-02-19,2018,Phishing,USB Infection,CVE-2021-44228 (Log4j),Firewall Logs,Payment Server,Medium,Backups Restored,Australia,Iran,Manufacturing,Emails,Automated synthetic breach entry for research dataset.,3
23836D90,2015-02-08,2015-02-14,2015,Phishing,Cloud Misconfiguration,Privilege Escalation Bug,Manual Review,Email System,Medium,Patch Applied,Pakistan,Spain,Energy,Emails,Automated synthetic breach entry for research dataset.,6
858A141A,2019-07-12,2019-07-13,2019,Cloud Misconfiguration,Social Engineering,Zero-Day Vulnerability,Firewall Logs,Database,Medium,Employee Terminated,China,Italy,Telecom,Emails,Automated synthetic breach entry for research dataset.,1
BD80F16E,2023-05-02,2023-05-14,2023,Zero-Day Exploit,Malicious Link,Unpatched VPN,SIEM Alerts,Payment Server,High,System Isolation,USA,Japan,Manufacturing,User Tokens,Automated synthetic breach entry for research dataset.,12
617CEEEF,2015-03-16,2015-03-18,2015,Phishing,Cloud Misconfiguration,SQL Injection Flaw,Firewall Logs,Email System,Medium,Employee Terminated,Italy,Russia,Tech,Emails,Automated synthetic breach entry for research dataset.,2
1F241391,2015-05-18,2015-05-24,2015,Ransomware,USB Infection,Privilege Escalation Bug,Firewall Logs,Payment Server,High,Traffic Filtering,Germany,Canada,Healthcare,Transaction Logs,Automated synthetic breach entry for research dataset.,6
F7118CAA,2024-09-14,2024-09-30,2024,Ransomware,Cloud Misconfiguration,Zero-Day Vulnerability,AI-Based Monitoring,Email System,Critical,Zero-Day Patch,Iran,Brazil,Education,Sensitive PII,Automated synthetic breach entry for research dataset.,16
28A402CA,2021-03-19,2021-03-24,2021,Zero-Day Exploit,Social Engineering,Zero-Day Vulnerability,Unusual Activity Detection,Database,Medium,Employee Terminated,Nigeria,Canada,Energy,Emails,Automated synthetic breach entry for research dataset.,5
3C6AB174,2018-10-27,2018-10-31,2018,Phishing,Malicious Link,Outdated Firewall,Manual Review,Endpoint Devices,Medium,MFA Implemented,Canada,South Korea,Healthcare,Internal Documents,Automated synthetic breach entry for research dataset.,4
7B2BC802,2023-03-22,2023-04-03,2023,Zero-Day Exploit,Cloud Misconfiguration,SQL Injection Flaw,AI-Based Monitoring,Email System,High,MFA Implemented,Russia,USA,Tech,Transaction Logs,Automated synthetic breach entry for research dataset.,12
68264B6C,2024-03-12,2024-03-22,2024,Ransomware,Compromised Vendor,Unsecured API,AI-Based Monitoring,Internal Network,Critical,Traffic Filtering,USA,South Korea,Manufacturing,Financial Records,Automated synthetic breach entry for research dataset.,10
76041795,2015-03-08,2015-03-13,2015,Ransomware,Web Exploit,Outdated Firewall,Firewall Logs,Cloud Storage,Critical,Patch Applied,Spain,Italy,Retail,Financial Records,Automated synthetic breach entry for research dataset.,5
B8FE1473,2020-11-08,2020-11-18,2020,Zero-Day Exploit,Drive-by Download,Weak Password Policy,Unusual Activity Detection,Web Server,High,Employee Terminated,South Korea,France,Banking,Transaction Logs,Automated synthetic breach entry for research dataset.,10
E9CE1DCC,2025-02-22,2025-02-27,2025,Phishing,USB Infection,Zero-Day Vulnerability,AI-Based Monitoring,Payment Server,Medium,Key Rotation,Russia,UAE,Retail,Emails,Automated synthetic breach entry for research dataset.,5
3B392541,2019-03-24,2019-03-31,2019,Phishing,Remote Desktop (RDP),Outdated Firewall,Manual Review,Internal Network,Low,Firewall Updated,Netherlands,UAE,Finance,Basic Metadata,Automated synthetic breach entry for research dataset.,7
802836AB,2021-04-06,2021-04-09,2021,Phishing,Remote Desktop (RDP),CVE-2021-44228 (Log4j),Unusual Activity Detection,Internal Network,Low,Employee Terminated,Iran,Italy,Banking,Basic Metadata,Automated synthetic breach entry for research dataset.,3
C203BFFF,2025-05-24,2025-06-08,2025,Zero-Day Exploit,USB Infection,Zero-Day Vulnerability,AI-Based Monitoring,Endpoint Devices,High,MFA Implemented,UAE,UK,Finance,User Tokens,Automated synthetic breach entry for research dataset.,15
666A144C,2023-01-11,2023-01-18,2023,Cloud Misconfiguration,Remote Desktop (RDP),Misconfigured S3 Bucket,AI-Based Monitoring,Internal Network,High,MFA Implemented,Brazil,Netherlands,Manufacturing,User Tokens,Automated synthetic breach entry for research dataset.,7
FD528A27,2024-12-25,2025-01-04,2024,Ransomware,USB Infection,Weak Password Policy,AI-Based Monitoring,Email System,Critical,Traffic Filtering,France,Iran,Finance,Sensitive PII,Automated synthetic breach entry for research dataset.,10
14CC353A,2017-09-14,2017-09-19,2017,Ransomware,Web Exploit,Unsecured API,Firewall Logs,Endpoint Devices,High,Patch Applied,China,UAE,Retail,User Tokens,Automated synthetic breach entry for research dataset.,5
79F38848,2025-03-07,2025-03-13,2025,Zero-Day Exploit,Malicious Link,Unsecured API,AI-Based Monitoring,Email System,High,Malware Removal,Canada,Japan,Manufacturing,Credentials,Automated synthetic breach entry for research dataset.,6
B0AA77F4,2025-06-09,2025-06-15,2025,Ransomware,Social Engineering,Unsecured API,Threat Intelligence Feed,Internal Network,High,Malware Removal,Canada,Italy,Tech,Transaction Logs,Automated synthetic breach entry for research dataset.,6
61BB7654,2022-10-22,2022-10-26,2022,Zero-Day Exploit,Social Engineering,Outdated Firewall,SIEM Alerts,Cloud Storage,Medium,Key Rotation,UK,USA,Manufacturing,Emails,Automated synthetic breach entry for research dataset.,4
E3651418,2020-01-08,2020-01-17,2020,Zero-Day Exploit,Compromised Vendor,SQL Injection Flaw,SIEM Alerts,Cloud Storage,Medium,Traffic Filtering,Spain,China,Banking,Internal Documents,Automated synthetic breach entry for research dataset.,9
795840B0,2025-06-01,2025-06-12,2025,Cloud Misconfiguration,Email Phishing,Weak Password Policy,Threat Intelligence Feed,Internal Network,Medium,Patch Applied,Netherlands,Japan,Retail,Internal Documents,Automated synthetic breach entry for research dataset.,11
9AAF4098,2018-07-29,2018-08-03,2018,Zero-Day Exploit,Social Engineering,CVE-2021-44228 (Log4j),Manual Review,Web Server,High,Zero-Day Patch,Brazil,Canada,Healthcare,User Tokens,Automated synthetic breach entry for research dataset.,5
738181EF,2016-02-09,2016-02-11,2016,Cloud Misconfiguration,Web Exploit,Privilege Escalation Bug,Firewall Logs,Payment Server,Medium,Malware Removal,Germany,Canada,Finance,Emails,Automated synthetic breach entry for research dataset.,2
EFD2D4A5,2020-03-01,2020-03-08,2020,Ransomware,Drive-by Download,Unpatched VPN,Unusual Activity Detection,Database,High,Traffic Filtering,Iran,UAE,Telecom,Transaction Logs,Automated synthetic breach entry for research dataset.,7
64D33207,2022-04-15,2022-04-23,2022,Ransomware,Web Exploit,Unsecured API,Unusual Activity Detection,Endpoint Devices,Critical,Backups Restored,USA,Nigeria,Healthcare,Sensitive PII,Automated synthetic breach entry for research dataset.,8
3A0A17C1,2020-11-14,2020-11-26,2020,Phishing,Social Engineering,Weak Password Policy,Unusual Activity Detection,IoT Devices,Low,Key Rotation,UK,Pakistan,Manufacturing,Basic Metadata,Automated synthetic breach entry for research dataset.,12
A5AFC286,2016-10-14,2016-10-19,2016,Phishing,Cloud Misconfiguration,Outdated Firewall,Firewall Logs,Cloud Storage,Low,Employee Terminated,Italy,Germany,Transportation,Basic Metadata,Automated synthetic breach entry for research dataset.,5
ABB35105,2024-09-10,2024-09-24,2024,Cloud Misconfiguration,Malicious Link,Privilege Escalation Bug,Threat Intelligence Feed,Email System,High,Malware Removal,Russia,Pakistan,Government,Credentials,Automated synthetic breach entry for research dataset.,14
484D63FE,2024-09-02,2024-09-10,2024,Ransomware,Email Phishing,Misconfigured S3 Bucket,Threat Intelligence Feed,Database,Critical,Employee Terminated,Germany,Australia,Transportation,Sensitive PII,Automated synthetic breach entry for research dataset.,8
70B37B75,2024-12-30,2025-01-16,2024,Ransomware,Drive-by Download,Privilege Escalation Bug,Threat Intelligence Feed,Internal Network,Critical,Key Rotation,South Korea,Brazil,Transportation,Financial Records,Automated synthetic breach entry for research dataset.,17
D88BD302,2022-11-02,2022-11-14,2022,Cloud Misconfiguration,Compromised Vendor,Unpatched VPN,Firewall Logs,Cloud Storage,Medium,MFA Implemented,Australia,Italy,Banking,Emails,Automated synthetic breach entry for research dataset.,12
221D152C,2022-10-01,2022-10-10,2022,Phishing,Cloud Misconfiguration,Weak Password Policy,Unusual Activity Detection,Endpoint Devices,Medium,Patch Applied,Germany,South Korea,Education,Emails,Automated synthetic breach entry for research dataset.,9
58F2F731,2024-01-21,2024-01-31,2024,Zero-Day Exploit,Malicious Link,SQL Injection Flaw,SIEM Alerts,Web Server,Medium,Zero-Day Patch,Italy,Spain,Tech,Internal Documents,Automated synthetic breach entry for research dataset.,10
F491B836,2015-03-12,2015-03-19,2015,Phishing,USB Infection,SQL Injection Flaw,Manual Review,Internal Network,Low,MFA Implemented,France,India,Energy,Basic Metadata,Automated synthetic breach entry for research dataset.,7
D743DA1C,2015-05-20,2015-05-22,2015,Cloud Misconfiguration,USB Infection,SQL Injection Flaw,Firewall Logs,IoT Devices,High,Zero-Day Patch,France,Germany,Retail,Credentials,Automated synthetic breach entry for research dataset.,2
CE649B59,2016-12-09,2016-12-12,2016,Phishing,Web Exploit,Zero-Day Vulnerability,Firewall Logs,Web Server,Low,Malware Removal,India,France,Energy,Minimal Logs,Automated synthetic breach entry for research dataset.,3
66601BF2,2020-02-20,2020-02-29,2020,Ransomware,Malicious Link,SQL Injection Flaw,SIEM Alerts,Web Server,Critical,Zero-Day Patch,Germany,Iran,Manufacturing,Sensitive PII,Automated synthetic breach entry for research dataset.,9
D5CE46C9,2020-12-22,2020-12-30,2020,Ransomware,Drive-by Download,CVE-2021-44228 (Log4j),Firewall Logs,Email System,Critical,Traffic Filtering,Brazil,Australia,Retail,Full Database Dump,Automated synthetic breach entry for research dataset.,8
CFBAA49B,2017-05-19,2017-05-21,2017,Phishing,Drive-by Download,CVE-2021-44228 (Log4j),Firewall Logs,Endpoint Devices,Medium,Malware Removal,Germany,Pakistan,Tech,Emails,Automated synthetic breach entry for research dataset.,2
EEA61575,2022-04-23,2022-05-02,2022,Zero-Day Exploit,Social Engineering,Unsecured API,SIEM Alerts,Internal Network,High,Traffic Filtering,Pakistan,South Korea,Transportation,Credentials,Automated synthetic breach entry for research dataset.,9
F09080D8,2025-11-02,2025-11-18,2025,Web Exploit,Drive-by Download,SQL Injection Flaw,AI-Based Monitoring,Cloud Storage,Medium,Traffic Filtering,China,Italy,Education,Emails,Automated synthetic breach entry for research dataset.,16
3440F194,2023-05-04,2023-05-23,2023,Ransomware,Drive-by Download,Zero-Day Vulnerability,SIEM Alerts,Email System,Critical,Traffic Filtering,China,Germany,Tech,Full Database Dump,Automated synthetic breach entry for research dataset.,19
EDE2365E,2023-10-14,2023-10-21,2023,Ransomware,Cloud Misconfiguration,Unpatched VPN,AI-Based Monitoring,Endpoint Devices,Critical,MFA Implemented,Russia,Brazil,Healthcare,Financial Records,Automated synthetic breach entry for research dataset.,7
3FC1A5D8,2024-09-16,2024-09-28,2024,Cloud Misconfiguration,Email Phishing,SQL Injection Flaw,AI-Based Monitoring,Cloud Storage,High,Key Rotation,Russia,Italy,Manufacturing,Credentials,Automated synthetic breach entry for research dataset.,12
31661327,2020-06-29,2020-07-05,2020,Zero-Day Exploit,Email Phishing,Unpatched VPN,Unusual Activity Detection,Cloud Storage,Medium,Traffic Filtering,Russia,Russia,Healthcare,Internal Documents,Automated synthetic breach entry for research dataset.,6
0B1944EF,2019-07-29,2019-07-31,2019,Cloud Misconfiguration,Web Exploit,Misconfigured S3 Bucket,Firewall Logs,Endpoint Devices,High,Patch Applied,China,Australia,Energy,User Tokens,Automated synthetic breach entry for research dataset.,2
70831C7E,2023-02-05,2023-02-19,2023,Cloud Misconfiguration,Compromised Vendor,CVE-2021-44228 (Log4j),AI-Based Monitoring,IoT Devices,High,Zero-Day Patch,Italy,Iran,Telecom,Credentials,Automated synthetic breach entry for research dataset.,14
046B5338,2025-03-10,2025-03-26,2025,Ransomware,Email Phishing,SQL Injection Flaw,AI-Based Monitoring,IoT Devices,Critical,Patch Applied,Japan,Canada,Tech,Full Database Dump,Automated synthetic breach entry for research dataset.,16
9BEA4107,2020-02-14,2020-02-24,2020,Insider Threat,Compromised Vendor,CVE-2021-44228 (Log4j),Unusual Activity Detection,Cloud Storage,High,Key Rotation,Russia,South Korea,Tech,Transaction Logs,Automated synthetic breach entry for research dataset.,10
